Country/Region,Date,Total Number of Cases
Canada,3/29/2020,66
Canada,3/30/2020,68
Canada,3/31/2020,70
Canada,4/1/2020,81
Canada,4/2/2020,91
Canada,4/3/2020,91
Canada,4/4/2020,91
Canada,4/5/2020,98
Canada,4/6/2020,103
Canada,4/7/2020,105
Canada,4/8/2020,105
Canada,4/9/2020,108
Canada,4/10/2020,112
Canada,4/11/2020,112
Canada,4/12/2020,114
Canada,4/13/2020,116
Canada,4/14/2020,116
Canada,4/15/2020,117
Canada,4/16/2020,117
Canada,4/17/2020,117
Canada,4/18/2020,117
Canada,4/19/2020,118
Canada,4/20/2020,118
Canada,4/21/2020,118
Canada,4/22/2020,118
Canada,4/23/2020,118
Canada,4/24/2020,118
Canada,4/25/2020,118
Canada,4/26/2020,118
Canada,4/27/2020,118
Canada,4/28/2020,118
Canada,4/29/2020,118
Canada,4/30/2020,118
Canada,5/1/2020,118
Canada,5/2/2020,118
Canada,5/3/2020,118
Canada,5/4/2020,118
Canada,5/5/2020,119
Canada,5/6/2020,120
Canada,5/7/2020,120
Canada,5/8/2020,120
Canada,5/9/2020,120
Canada,5/10/2020,120
Canada,5/11/2020,120
Canada,5/12/2020,120
Canada,5/13/2020,120
Canada,5/14/2020,120
Canada,5/15/2020,120
Canada,5/16/2020,120
Canada,5/17/2020,120
Canada,5/18/2020,120
Canada,5/19/2020,120
Canada,5/20/2020,120
Canada,5/21/2020,121
Canada,5/22/2020,121
Canada,5/23/2020,121
Canada,5/24/2020,121
Canada,5/25/2020,121
Canada,5/26/2020,122
Canada,5/27/2020,123
Canada,5/28/2020,126
Canada,5/29/2020,128
Canada,5/30/2020,129
Canada,5/31/2020,132
Canada,6/1/2020,132
Canada,6/2/2020,133
Canada,6/3/2020,135
Canada,6/4/2020,136
Canada,6/5/2020,136
Canada,6/6/2020,136
Canada,6/7/2020,137
Canada,6/8/2020,146
Canada,6/9/2020,147
Canada,6/10/2020,151
Canada,6/11/2020,153
Canada,6/12/2020,154
Canada,6/13/2020,157
Canada,6/14/2020,157
Canada,6/15/2020,160
Canada,6/16/2020,163
Canada,6/17/2020,164
Canada,6/18/2020,164
Canada,6/19/2020,164
Canada,6/20/2020,164
Canada,6/21/2020,164
Canada,6/22/2020,164
Canada,6/23/2020,165
Canada,6/24/2020,165
Canada,6/25/2020,165
Canada,6/26/2020,165
Canada,6/27/2020,165
Canada,6/28/2020,165
Canada,6/29/2020,165
Canada,6/30/2020,165
Canada,7/1/2020,165
Canada,7/2/2020,165
Canada,7/3/2020,165
Canada,7/4/2020,165
Canada,7/5/2020,165
Canada,7/6/2020,165
Canada,7/7/2020,165
Canada,7/8/2020,165
Canada,7/9/2020,166
Canada,7/10/2020,166
Canada,7/11/2020,166
Canada,7/12/2020,166
Canada,7/13/2020,166
Canada,7/14/2020,167
Canada,7/15/2020,168
Canada,7/16/2020,168
Canada,7/17/2020,168
Canada,7/18/2020,168
Canada,7/19/2020,169
Canada,7/20/2020,170
Canada,7/21/2020,170
Canada,7/22/2020,170
Canada,7/23/2020,170
Canada,7/24/2020,170
Canada,7/25/2020,170
Canada,7/26/2020,170
Canada,7/27/2020,170
Canada,7/28/2020,170
Canada,7/29/2020,170
Canada,7/30/2020,170
Canada,7/31/2020,170
Canada,1/22/2020,0
Canada,1/23/2020,0
Canada,1/24/2020,0
Canada,1/25/2020,0
Canada,1/26/2020,0
Canada,1/27/2020,0
Canada,1/28/2020,0
Canada,1/29/2020,0
Canada,1/30/2020,0
Canada,1/31/2020,0
Canada,2/1/2020,0
Canada,2/2/2020,0
Canada,2/3/2020,0
Canada,2/4/2020,0
Canada,2/5/2020,0
Canada,2/6/2020,0
Canada,2/7/2020,0
Canada,2/8/2020,0
Canada,2/9/2020,0
Canada,2/10/2020,0
Canada,2/11/2020,0
Canada,2/12/2020,0
Canada,2/13/2020,0
Canada,2/14/2020,0
Canada,2/15/2020,0
Canada,2/16/2020,0
Canada,2/17/2020,0
Canada,2/18/2020,0
Canada,2/19/2020,0
Canada,2/20/2020,0
Canada,2/21/2020,0
Canada,2/22/2020,0
Canada,2/23/2020,0
Canada,2/24/2020,0
Canada,2/25/2020,0
Canada,2/26/2020,0
Canada,2/27/2020,0
Canada,2/28/2020,0
Canada,2/29/2020,0
Canada,3/1/2020,0
Canada,3/2/2020,0
Canada,3/3/2020,0
Canada,3/4/2020,0
Canada,3/5/2020,0
Canada,3/6/2020,0
Canada,3/7/2020,0
Canada,3/8/2020,0
Canada,3/9/2020,0
Canada,3/10/2020,0
Canada,3/11/2020,0
Canada,3/12/2020,0
Canada,3/13/2020,0
Canada,3/14/2020,0
Canada,3/15/2020,1
Canada,3/16/2020,1
Canada,3/17/2020,3
Canada,3/18/2020,3
Canada,3/19/2020,3
Canada,3/20/2020,4
Canada,3/21/2020,6
Canada,3/22/2020,9
Canada,3/23/2020,24
Canada,3/24/2020,35
Canada,3/25/2020,35
Canada,3/26/2020,82
Canada,3/27/2020,102
Canada,3/28/2020,120
Canada,3/29/2020,135
Canada,3/30/2020,148
Canada,3/31/2020,152
Canada,4/1/2020,175
Canada,4/2/2020,183
Canada,4/3/2020,195
Canada,4/4/2020,195
Canada,4/5/2020,217
Canada,4/6/2020,226
Canada,4/7/2020,228
Canada,4/8/2020,228
Canada,4/9/2020,232
Canada,4/10/2020,239
Canada,4/11/2020,241
Canada,4/12/2020,242
Canada,4/13/2020,244
Canada,4/14/2020,244
Canada,4/15/2020,247
Canada,4/16/2020,252
Canada,4/17/2020,256
Canada,4/18/2020,257
Canada,4/19/2020,257
Canada,4/20/2020,257
Canada,4/21/2020,257
Canada,4/22/2020,256
Canada,4/23/2020,256
Canada,4/24/2020,256
Canada,4/25/2020,257
Canada,4/26/2020,258
Canada,4/27/2020,258
Canada,4/28/2020,258
Canada,4/29/2020,258
Canada,4/30/2020,258
Canada,5/1/2020,259
Canada,5/2/2020,259
Canada,5/3/2020,259
Canada,5/4/2020,259
Canada,5/5/2020,259
Canada,5/6/2020,259
Canada,5/7/2020,261
Canada,5/8/2020,261
Canada,5/9/2020,261
Canada,5/10/2020,261
Canada,5/11/2020,261
Canada,5/12/2020,261
Canada,5/13/2020,261
Canada,5/14/2020,261
Canada,5/15/2020,260
Canada,5/16/2020,260
Canada,5/17/2020,260
Canada,5/18/2020,260
Canada,5/19/2020,260
Canada,5/20/2020,260
Canada,5/21/2020,260
Canada,5/22/2020,260
Canada,5/23/2020,260
Canada,5/24/2020,260
Canada,5/25/2020,260
Canada,5/26/2020,260
Canada,5/27/2020,260
Canada,5/28/2020,261
Canada,5/29/2020,261
Canada,5/30/2020,261
Canada,5/31/2020,261
Canada,6/1/2020,261
Canada,6/2/2020,261
Canada,6/3/2020,261
Canada,6/4/2020,261
Canada,6/5/2020,261
Canada,6/6/2020,261
Canada,6/7/2020,261
Canada,6/8/2020,261
Canada,6/9/2020,261
Canada,6/10/2020,261
Canada,6/11/2020,261
Canada,6/12/2020,261
Canada,6/13/2020,261
Canada,6/14/2020,261
Canada,6/15/2020,261
Canada,6/16/2020,261
Canada,6/17/2020,261
Canada,6/18/2020,261
Canada,6/19/2020,261
Canada,6/20/2020,261
Canada,6/21/2020,261
Canada,6/22/2020,261
Canada,6/23/2020,261
Canada,6/24/2020,261
Canada,6/25/2020,261
Canada,6/26/2020,261
Canada,6/27/2020,261
Canada,6/28/2020,261
Canada,6/29/2020,261
Canada,6/30/2020,261
Canada,7/1/2020,261
Canada,7/2/2020,261
Canada,7/3/2020,261
Canada,7/4/2020,261
Canada,7/5/2020,261
Canada,7/6/2020,261
Canada,7/7/2020,261
Canada,7/8/2020,261
Canada,7/9/2020,261
Canada,7/10/2020,262
Canada,7/11/2020,262
Canada,7/12/2020,262
Canada,7/13/2020,262
Canada,7/14/2020,262
Canada,7/15/2020,262
Canada,7/16/2020,262
Canada,7/17/2020,262
Canada,7/18/2020,262
Canada,7/19/2020,262
Canada,7/20/2020,262
Canada,7/21/2020,263
Canada,7/22/2020,264
Canada,7/23/2020,264
Canada,7/24/2020,265
Canada,7/25/2020,265
Canada,7/26/2020,266
Canada,7/27/2020,266
Canada,7/28/2020,266
Canada,7/29/2020,266
Canada,7/30/2020,266
Canada,7/31/2020,266
Canada,1/22/2020,0
Canada,1/23/2020,0
Canada,1/24/2020,0
Canada,1/25/2020,0
Canada,1/26/2020,0
Canada,1/27/2020,0
Canada,1/28/2020,0
Canada,1/29/2020,0
Canada,1/30/2020,0
Canada,1/31/2020,0
Canada,2/1/2020,0
Canada,2/2/2020,0
Canada,2/3/2020,0
Canada,2/4/2020,0
Canada,2/5/2020,0
Canada,2/6/2020,0
Canada,2/7/2020,0
Canada,2/8/2020,0
Canada,2/9/2020,0
Canada,2/10/2020,0
Canada,2/11/2020,0
Canada,2/12/2020,0
Canada,2/13/2020,0
Canada,2/14/2020,0
Canada,2/15/2020,0
Canada,2/16/2020,0
Canada,2/17/2020,0
Canada,2/18/2020,0
Canada,2/19/2020,0
Canada,2/20/2020,0
Canada,2/21/2020,0
Canada,2/22/2020,0
Canada,2/23/2020,0
Canada,2/24/2020,0
Canada,2/25/2020,0
Canada,2/26/2020,0
Canada,2/27/2020,0
Canada,2/28/2020,0
Canada,2/29/2020,0
Canada,3/1/2020,0
Canada,3/2/2020,0
Canada,3/3/2020,0
Canada,3/4/2020,0
Canada,3/5/2020,0
Canada,3/6/2020,0
Canada,3/7/2020,0
Canada,3/8/2020,0
Canada,3/9/2020,0
Canada,3/10/2020,0
Canada,3/11/2020,0
Canada,3/12/2020,0
Canada,3/13/2020,0
Canada,3/14/2020,0
Canada,3/15/2020,0
Canada,3/16/2020,5
Canada,3/17/2020,7
Canada,3/18/2020,12
Canada,3/19/2020,14
Canada,3/20/2020,15
Canada,3/21/2020,21
Canada,3/22/2020,28
Canada,3/23/2020,41
Canada,3/24/2020,51
Canada,3/25/2020,68
Canada,3/26/2020,73
Canada,3/27/2020,90
Canada,3/28/2020,110
Canada,3/29/2020,122
Canada,3/30/2020,127
Canada,3/31/2020,147
Canada,4/1/2020,173
Canada,4/2/2020,193
Canada,4/3/2020,207
Canada,4/4/2020,236
Canada,4/5/2020,262
Canada,4/6/2020,293
Canada,4/7/2020,310
Canada,4/8/2020,310
Canada,4/9/2020,342
Canada,4/10/2020,407
Canada,4/11/2020,428
Canada,4/12/2020,445
Canada,4/13/2020,474
Canada,4/14/2020,517
Canada,4/15/2020,549
Canada,4/16/2020,579
Canada,4/17/2020,606
Canada,4/18/2020,649
Canada,4/19/2020,675
Canada,4/20/2020,721
Canada,4/21/2020,737
Canada,4/22/2020,772
Canada,4/23/2020,827
Canada,4/24/2020,850
Canada,4/25/2020,865
Canada,4/26/2020,873
Canada,4/27/2020,900
Canada,4/28/2020,915
Canada,4/29/2020,935
Canada,4/30/2020,947
Canada,5/1/2020,959
Canada,5/2/2020,963
Canada,5/3/2020,971
Canada,5/4/2020,985
Canada,5/5/2020,991
Canada,5/6/2020,998
Canada,5/7/2020,1007
Canada,5/8/2020,1008
Canada,5/9/2020,1011
Canada,5/10/2020,1018
Canada,5/11/2020,1019
Canada,5/12/2020,1020
Canada,5/13/2020,1024
Canada,5/14/2020,1026
Canada,5/15/2020,1034
Canada,5/16/2020,1037
Canada,5/17/2020,1040
Canada,5/18/2020,1043
Canada,5/19/2020,1044
Canada,5/20/2020,1045
Canada,5/21/2020,1046
Canada,5/22/2020,1048
Canada,5/23/2020,1049
Canada,5/24/2020,1050
Canada,5/25/2020,1051
Canada,5/26/2020,1052
Canada,5/27/2020,1053
Canada,5/28/2020,1055
Canada,5/29/2020,1055
Canada,5/30/2020,1056
Canada,5/31/2020,1056
Canada,6/1/2020,1057
Canada,6/2/2020,1057
Canada,6/3/2020,1058
Canada,6/4/2020,1058
Canada,6/5/2020,1058
Canada,6/6/2020,1058
Canada,6/7/2020,1059
Canada,6/8/2020,1059
Canada,6/9/2020,1060
Canada,6/10/2020,1061
Canada,6/11/2020,1061
Canada,6/12/2020,1061
Canada,6/13/2020,1061
Canada,6/14/2020,1061
Canada,6/15/2020,1061
Canada,6/16/2020,1061
Canada,6/17/2020,1061
Canada,6/18/2020,1061
Canada,6/19/2020,1061
Canada,6/20/2020,1061
Canada,6/21/2020,1061
Canada,6/22/2020,1061
Canada,6/23/2020,1061
Canada,6/24/2020,1061
Canada,6/25/2020,1061
Canada,6/26/2020,1061
Canada,6/27/2020,1061
Canada,6/28/2020,1061
Canada,6/29/2020,1061
Canada,6/30/2020,1062
Canada,7/1/2020,1063
Canada,7/2/2020,1064
Canada,7/3/2020,1064
Canada,7/4/2020,1064
Canada,7/5/2020,1064
Canada,7/6/2020,1065
Canada,7/7/2020,1065
Canada,7/8/2020,1066
Canada,7/9/2020,1066
Canada,7/10/2020,1066
Canada,7/11/2020,1066
Canada,7/12/2020,1066
Canada,7/13/2020,1066
Canada,7/14/2020,1066
Canada,7/15/2020,1067
Canada,7/16/2020,1067
Canada,7/17/2020,1067
Canada,7/18/2020,1067
Canada,7/19/2020,1067
Canada,7/20/2020,1067
Canada,7/21/2020,1067
Canada,7/22/2020,1067
Canada,7/23/2020,1067
Canada,7/24/2020,1067
Canada,7/25/2020,1067
Canada,7/26/2020,1067
Canada,7/27/2020,1067
Canada,7/28/2020,1067
Canada,7/29/2020,1067
Canada,7/30/2020,1067
Canada,7/31/2020,1069
Canada,1/22/2020,0
Canada,1/23/2020,0
Canada,1/24/2020,0
Canada,1/25/2020,0
Canada,1/26/2020,1
Canada,1/27/2020,1
Canada,1/28/2020,1
Canada,1/29/2020,1
Canada,1/30/2020,1
Canada,1/31/2020,3
Canada,2/1/2020,3
Canada,2/2/2020,3
Canada,2/3/2020,3
Canada,2/4/2020,3
Canada,2/5/2020,3
Canada,2/6/2020,3
Canada,2/7/2020,3
Canada,2/8/2020,3
Canada,2/9/2020,3
Canada,2/10/2020,3
Canada,2/11/2020,3
Canada,2/12/2020,3
Canada,2/13/2020,3
Canada,2/14/2020,3
Canada,2/15/2020,3
Canada,2/16/2020,3
Canada,2/17/2020,3
Canada,2/18/2020,3
Canada,2/19/2020,3
Canada,2/20/2020,3
Canada,2/21/2020,3
Canada,2/22/2020,3
Canada,2/23/2020,3
Canada,2/24/2020,4
Canada,2/25/2020,4
Canada,2/26/2020,4
Canada,2/27/2020,6
Canada,2/28/2020,6
Canada,2/29/2020,11
Canada,3/1/2020,15
Canada,3/2/2020,18
Canada,3/3/2020,20
Canada,3/4/2020,20
Canada,3/5/2020,22
Canada,3/6/2020,25
Canada,3/7/2020,28
Canada,3/8/2020,29
Canada,3/9/2020,34
Canada,3/10/2020,36
Canada,3/11/2020,41
Canada,3/12/2020,42
Canada,3/13/2020,74
Canada,3/14/2020,79
Canada,3/15/2020,104
Canada,3/16/2020,177
Canada,3/17/2020,185
Canada,3/18/2020,221
Canada,3/19/2020,257
Canada,3/20/2020,308
Canada,3/21/2020,377
Canada,3/22/2020,425
Canada,3/23/2020,503
Canada,3/24/2020,588
Canada,3/25/2020,688
Canada,3/26/2020,858
Canada,3/27/2020,994
Canada,3/28/2020,1144
Canada,3/29/2020,1355
Canada,3/30/2020,1706
Canada,3/31/2020,1966
Canada,4/1/2020,2392
Canada,4/2/2020,2793
Canada,4/3/2020,3255
Canada,4/4/2020,3630
Canada,4/5/2020,4354
Canada,4/6/2020,4347
Canada,4/7/2020,4726
Canada,4/8/2020,5276
Canada,4/9/2020,5759
Canada,4/10/2020,6237
Canada,4/11/2020,6648
Canada,4/12/2020,7049
Canada,4/13/2020,7470
Canada,4/14/2020,7953
Canada,4/15/2020,8447
Canada,4/16/2020,9840
Canada,4/17/2020,10456
Canada,4/18/2020,11013
Canada,4/19/2020,11561
Canada,4/20/2020,12063
Canada,4/21/2020,12715
Canada,4/22/2020,13718
Canada,4/23/2020,14068
Canada,4/24/2020,14550
Canada,4/25/2020,15012
Canada,4/26/2020,15568
Canada,4/27/2020,15970
Canada,4/28/2020,16500
Canada,4/29/2020,16978
Canada,4/30/2020,17395
Canada,5/1/2020,17880
Canada,5/2/2020,18321
Canada,5/3/2020,18574
Canada,5/4/2020,19097
Canada,5/5/2020,19468
Canada,5/6/2020,19910
Canada,5/7/2020,20388
Canada,5/8/2020,20826
Canada,5/9/2020,21148
Canada,5/10/2020,21469
Canada,5/11/2020,21817
Canada,5/12/2020,22158
Canada,5/13/2020,22516
Canada,5/14/2020,22865
Canada,5/15/2020,23258
Canada,5/16/2020,23645
Canada,5/17/2020,23974
Canada,5/18/2020,24286
Canada,5/19/2020,24755
Canada,5/20/2020,25197
Canada,5/21/2020,25595
Canada,5/22/2020,26085
Canada,5/23/2020,26560
Canada,5/24/2020,26897
Canada,5/25/2020,27302
Canada,5/26/2020,27624
Canada,5/27/2020,27943
Canada,5/28/2020,28320
Canada,5/29/2020,28700
Canada,5/30/2020,29023
Canada,5/31/2020,29390
Canada,6/1/2020,29845
Canada,6/2/2020,30259
Canada,6/3/2020,30603
Canada,6/4/2020,30946
Canada,6/5/2020,31359
Canada,6/6/2020,31620
Canada,6/7/2020,32096
Canada,6/8/2020,32395
Canada,6/9/2020,32678
Canada,6/10/2020,32936
Canada,6/11/2020,33173
Canada,6/12/2020,33378
Canada,6/13/2020,33625
Canada,6/14/2020,33806
Canada,6/15/2020,33986
Canada,6/16/2020,34174
Canada,6/17/2020,34382
Canada,6/18/2020,34574
Canada,6/19/2020,34780
Canada,6/20/2020,35044
Canada,6/21/2020,35217
Canada,6/22/2020,35418
Canada,6/23/2020,35657
Canada,6/24/2020,35861
Canada,6/25/2020,36046
Canada,6/26/2020,36151
Canada,6/27/2020,36322
Canada,6/28/2020,36597
Canada,6/29/2020,36823
Canada,6/30/2020,36961
Canada,7/1/2020,37085
Canada,7/2/2020,37242
Canada,7/3/2020,37407
Canada,7/4/2020,37525
Canada,7/5/2020,37653
Canada,7/6/2020,37829
Canada,7/7/2020,37917
Canada,7/8/2020,38079
Canada,7/9/2020,38200
Canada,7/10/2020,38323
Canada,7/11/2020,38398
Canada,7/12/2020,38481
Canada,7/13/2020,38730
Canada,7/14/2020,38814
Canada,7/15/2020,38918
Canada,7/16/2020,39043
Canada,7/17/2020,39164
Canada,7/18/2020,39316
Canada,7/19/2020,39434
Canada,7/20/2020,39553
Canada,7/21/2020,39718
Canada,7/22/2020,39824
Canada,7/23/2020,39936
Canada,7/24/2020,40341
Canada,7/25/2020,40457
Canada,7/26/2020,40558
Canada,7/27/2020,40673
Canada,7/28/2020,40787
Canada,7/29/2020,40873
Canada,7/30/2020,40953
Canada,7/31/2020,41178
Canada,1/22/2020,0
Canada,1/23/2020,0
Canada,1/24/2020,0
Canada,1/25/2020,0
Canada,1/26/2020,0
Canada,1/27/2020,0
Canada,1/28/2020,0
Canada,1/29/2020,0
Canada,1/30/2020,0
Canada,1/31/2020,0
Canada,2/1/2020,0
Canada,2/2/2020,0
Canada,2/3/2020,0
Canada,2/4/2020,0
Canada,2/5/2020,0
Canada,2/6/2020,0
Canada,2/7/2020,0
Canada,2/8/2020,0
Canada,2/9/2020,0
Canada,2/10/2020,0
Canada,2/11/2020,0
Canada,2/12/2020,0
Canada,2/13/2020,0
Canada,2/14/2020,0
Canada,2/15/2020,0
Canada,2/16/2020,0
Canada,2/17/2020,0
Canada,2/18/2020,0
Canada,2/19/2020,0
Canada,2/20/2020,0
Canada,2/21/2020,0
Canada,2/22/2020,0
Canada,2/23/2020,0
Canada,2/24/2020,0
Canada,2/25/2020,0
Canada,2/26/2020,0
Canada,2/27/2020,0
Canada,2/28/2020,0
Canada,2/29/2020,0
Canada,3/1/2020,0
Canada,3/2/2020,0
Canada,3/3/2020,0
Canada,3/4/2020,0
Canada,3/5/2020,0
Canada,3/6/2020,0
Canada,3/7/2020,0
Canada,3/8/2020,0
Canada,3/9/2020,0
Canada,3/10/2020,0
Canada,3/11/2020,0
Canada,3/12/2020,0
Canada,3/13/2020,0
Canada,3/14/2020,0
Canada,3/15/2020,1
Canada,3/16/2020,1
Canada,3/17/2020,1
Canada,3/18/2020,1
Canada,3/19/2020,2
Canada,3/20/2020,2
Canada,3/21/2020,2
Canada,3/22/2020,3
Canada,3/23/2020,3
Canada,3/24/2020,3
Canada,3/25/2020,5
Canada,3/26/2020,5
Canada,3/27/2020,9
Canada,3/28/2020,11
Canada,3/29/2020,11
Canada,3/30/2020,18
Canada,3/31/2020,21
Canada,4/1/2020,21
Canada,4/2/2020,22
Canada,4/3/2020,22
Canada,4/4/2020,22
Canada,4/5/2020,22
Canada,4/6/2020,22
Canada,4/7/2020,22
Canada,4/8/2020,25
Canada,4/9/2020,25
Canada,4/10/2020,25
Canada,4/11/2020,25
Canada,4/12/2020,25
Canada,4/13/2020,25
Canada,4/14/2020,25
Canada,4/15/2020,26
Canada,4/16/2020,26
Canada,4/17/2020,26
Canada,4/18/2020,26
Canada,4/19/2020,26
Canada,4/20/2020,26
Canada,4/21/2020,26
Canada,4/22/2020,26
Canada,4/23/2020,26
Canada,4/24/2020,26
Canada,4/25/2020,26
Canada,4/26/2020,26
Canada,4/27/2020,26
Canada,4/28/2020,27
Canada,4/29/2020,27
Canada,4/30/2020,27
Canada,5/1/2020,27
Canada,5/2/2020,27
Canada,5/3/2020,27
Canada,5/4/2020,27
Canada,5/5/2020,27
Canada,5/6/2020,27
Canada,5/7/2020,27
Canada,5/8/2020,27
Canada,5/9/2020,27
Canada,5/10/2020,27
Canada,5/11/2020,27
Canada,5/12/2020,27
Canada,5/13/2020,27
Canada,5/14/2020,27
Canada,5/15/2020,27
Canada,5/16/2020,27
Canada,5/17/2020,27
Canada,5/18/2020,27
Canada,5/19/2020,27
Canada,5/20/2020,27
Canada,5/21/2020,27
Canada,5/22/2020,27
Canada,5/23/2020,27
Canada,5/24/2020,27
Canada,5/25/2020,27
Canada,5/26/2020,27
Canada,5/27/2020,27
Canada,5/28/2020,27
Canada,5/29/2020,27
Canada,5/30/2020,27
Canada,5/31/2020,27
Canada,6/1/2020,27
Canada,6/2/2020,27
Canada,6/3/2020,27
Canada,6/4/2020,27
Canada,6/5/2020,27
Canada,6/6/2020,27
Canada,6/7/2020,27
Canada,6/8/2020,27
Canada,6/9/2020,27
Canada,6/10/2020,27
Canada,6/11/2020,27
Canada,6/12/2020,27
Canada,6/13/2020,27
Canada,6/14/2020,27
Canada,6/15/2020,27
Canada,6/16/2020,27
Canada,6/17/2020,27
Canada,6/18/2020,27
Canada,6/19/2020,27
Canada,6/20/2020,27
Canada,6/21/2020,27
Canada,6/22/2020,27
Canada,6/23/2020,27
Canada,6/24/2020,27
Canada,6/25/2020,27
Canada,6/26/2020,27
Canada,6/27/2020,27
Canada,6/28/2020,27
Canada,6/29/2020,27
Canada,6/30/2020,27
Canada,7/1/2020,27
Canada,7/2/2020,27
Canada,7/3/2020,27
Canada,7/4/2020,30
Canada,7/5/2020,32
Canada,7/6/2020,32
Canada,7/7/2020,32
Canada,7/8/2020,32
Canada,7/9/2020,33
Canada,7/10/2020,33
Canada,7/11/2020,33
Canada,7/12/2020,34
Canada,7/13/2020,35
Canada,7/14/2020,36
Canada,7/15/2020,36
Canada,7/16/2020,36
Canada,7/17/2020,36
Canada,7/18/2020,36
Canada,7/19/2020,36
Canada,7/20/2020,36
Canada,7/21/2020,36
Canada,7/22/2020,36
Canada,7/23/2020,36
Canada,7/24/2020,36
Canada,7/25/2020,36
Canada,7/26/2020,36
Canada,7/27/2020,36
Canada,7/28/2020,36
Canada,7/29/2020,36
Canada,7/30/2020,36
Canada,7/31/2020,36
Canada,1/22/2020,0
Canada,1/23/2020,0
Canada,1/24/2020,0
Canada,1/25/2020,0
Canada,1/26/2020,0
Canada,1/27/2020,0
Canada,1/28/2020,0
Canada,1/29/2020,0
Canada,1/30/2020,0
Canada,1/31/2020,0
Canada,2/1/2020,0
Canada,2/2/2020,0
Canada,2/3/2020,0
Canada,2/4/2020,0
Canada,2/5/2020,0
Canada,2/6/2020,0
Canada,2/7/2020,0
Canada,2/8/2020,0
Canada,2/9/2020,0
Canada,2/10/2020,0
Canada,2/11/2020,0
Canada,2/12/2020,0
Canada,2/13/2020,0
Canada,2/14/2020,0
Canada,2/15/2020,0
Canada,2/16/2020,0
Canada,2/17/2020,0
Canada,2/18/2020,0
Canada,2/19/2020,0
Canada,2/20/2020,0
Canada,2/21/2020,0
Canada,2/22/2020,0
Canada,2/23/2020,0
Canada,2/24/2020,0
Canada,2/25/2020,0
Canada,2/26/2020,0
Canada,2/27/2020,0
Canada,2/28/2020,1
Canada,2/29/2020,1
Canada,3/1/2020,1
Canada,3/2/2020,1
Canada,3/3/2020,1
Canada,3/4/2020,1
Canada,3/5/2020,2
Canada,3/6/2020,2
Canada,3/7/2020,3
Canada,3/8/2020,4
Canada,3/9/2020,4
Canada,3/10/2020,4
Canada,3/11/2020,8
Canada,3/12/2020,9
Canada,3/13/2020,17
Canada,3/14/2020,17
Canada,3/15/2020,24
Canada,3/16/2020,50
Canada,3/17/2020,74
Canada,3/18/2020,94
Canada,3/19/2020,121
Canada,3/20/2020,139
Canada,3/21/2020,181
Canada,3/22/2020,219
Canada,3/23/2020,628
Canada,3/24/2020,1013
Canada,3/25/2020,1342
Canada,3/26/2020,1632
Canada,3/27/2020,2024
Canada,3/28/2020,2498
Canada,3/29/2020,2840
Canada,3/30/2020,3430
Canada,3/31/2020,4162
Canada,4/1/2020,4611
Canada,4/2/2020,5518
Canada,4/3/2020,6101
Canada,4/4/2020,6101
Canada,4/5/2020,7944
Canada,4/6/2020,8580
Canada,4/7/2020,9340
Canada,4/8/2020,10031
Canada,4/9/2020,10912
Canada,4/10/2020,11677
Canada,4/11/2020,12292
Canada,4/12/2020,12846
Canada,4/13/2020,13557
Canada,4/14/2020,14248
Canada,4/15/2020,14860
Canada,4/16/2020,15857
Canada,4/17/2020,16798
Canada,4/18/2020,17521
Canada,4/19/2020,17950
Canada,4/20/2020,19319
Canada,4/21/2020,20126
Canada,4/22/2020,20965
Canada,4/23/2020,21838
Canada,4/24/2020,22616
Canada,4/25/2020,23267
Canada,4/26/2020,24109
Canada,4/27/2020,24983
Canada,4/28/2020,25761
Canada,4/29/2020,26610
Canada,4/30/2020,27550
Canada,5/1/2020,28656
Canada,5/2/2020,29664
Canada,5/3/2020,31873
Canada,5/4/2020,32631
Canada,5/5/2020,33425
Canada,5/6/2020,34334
Canada,5/7/2020,35249
Canada,5/8/2020,36161
Canada,5/9/2020,36997
Canada,5/10/2020,37732
Canada,5/11/2020,38480
Canada,5/12/2020,39235
Canada,5/13/2020,39940
Canada,5/14/2020,40732
Canada,5/15/2020,41429
Canada,5/16/2020,42192
Canada,5/17/2020,42928
Canada,5/18/2020,43636
Canada,5/19/2020,44206
Canada,5/20/2020,44784
Canada,5/21/2020,45504
Canada,5/22/2020,46150
Canada,5/23/2020,46847
Canada,5/24/2020,47420
Canada,5/25/2020,47993
Canada,5/26/2020,48607
Canada,5/27/2020,49148
Canada,5/28/2020,49711
Canada,5/29/2020,50232
Canada,5/30/2020,50651
Canada,5/31/2020,51059
Canada,6/1/2020,51354
Canada,6/2/2020,51593
Canada,6/3/2020,51884
Canada,6/4/2020,52143
Canada,6/5/2020,52398
Canada,6/6/2020,52624
Canada,6/7/2020,52849
Canada,6/8/2020,53047
Canada,6/9/2020,53185
Canada,6/10/2020,53341
Canada,6/11/2020,53485
Canada,6/12/2020,53666
Canada,6/13/2020,53824
Canada,6/14/2020,53952
Canada,6/15/2020,54054
Canada,6/16/2020,54146
Canada,6/17/2020,54263
Canada,6/18/2020,54383
Canada,6/19/2020,54550
Canada,6/20/2020,54674
Canada,6/21/2020,54766
Canada,6/22/2020,54835
Canada,6/23/2020,54884
Canada,6/24/2020,54937
Canada,6/25/2020,55079
Canada,6/26/2020,55079
Canada,6/27/2020,55079
